Unit Type,Sub Unit,RS,Name,Model,SZ,MV,Arm,Thr,Str,S,M,L,E,OV,Point,Abilites
BattleMech,OmniMech,RS3050U-C,Dasher (Fire Moth),E,1,13,1,0,1,2,1,1,0,0,8,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dasher (Fire Moth),F,1,13,1,0,1,3,3,0,0,0,15,"CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dasher (Fire Moth),H,1,13,1,0,1,5,0,0,0,0,8,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dasher (Fire Moth),K,1,13,1,0,1,3,2,0,0,0,9,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dasher (Fire Moth),Prime,1,13,1,0,1,2,2,0,0,0,13,"SRM 1/1/0,CASE,OMNI,SRCH,SOA,SEAL,ES"
Aerospace,Aerospace Fighter,,Deathstalker,F-77,4,5a,6,1,4,5,5,4,0,1,--,"VSTOL,SPC,BOMB4"
Aerospace,OmniFighter,,Defiance,DFC-O,2,6a,8,1,3,5,5,2,0,0,19,"VSTOL,SPC,BOMB3,PNT1"
Aerospace,OmniFighter,,Defiance,DFC-OA,2,6a,8,1,3,3,3,2,0,0,16,"VSTOL,SPC,BOMB3"
Aerospace,OmniFighter,,Defiance,DFC-OB,2,6a,8,1,3,2,2,2,0,0,13,"VSTOL,SPC,BOMB3,FLK1/1/1"
Aerospace,OmniFighter,,Defiance,DFC-OC,2,6a,8,1,3,4,4,0,0,0,13,"VSTOL,SPC,BOMB3,PNT1"
BattleMech,BattleMech,RS3075u,Defiance,DFN-3C,3,4,6,0,3,3,3,2,0,3,18,"TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Defiance,DFN-3S,3,4,7,0,4,3,3,2,0,3,19,"TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Defiance,DFN-3T,3,4,7,0,4,3,4,2,0,2,20,"TSM,SRCH,SOA,SEAL,ES"
Protomech,Protomech,,Delphyne,2,1,5j,7,0,5,6,4,0,0,0,16,
Protomech,Protomech,,Delphyne,(Standard),1,5j,7,0,5,4,4,0,0,0,19,
Combat Vehicle,Tracked,,Demolisher Heavy Tank,(Arrow IV),4,3t,5,0,4,1,1,0,0,0,13,"ARTAIS2,SRCH"
Combat Vehicle,Tracked,,Demolisher Heavy Tank,(Clan),4,3t,6,0,4,2,0,0,0,0,16,"TUR(5/5/0,FLK3/3/0),CASE,SRCH"
Combat Vehicle,Tracked,,Demolisher Heavy Tank,(Gauss),4,3t,7,0,4,0,0,0,0,0,15,"TUR(4/4/3),SRCH"
Combat Vehicle,Tracked,,Demolisher Heavy Tank,(MRM),4,3t,6,0,4,0,0,0,0,0,12,"TUR(6/6/0),C3S,MHQ1,SRCH"
Combat Vehicle,Tracked,RS3039,Demolisher Heavy Tank,"(Standard, Mk. II)",4,3t,5,0,4,0,0,0,0,0,10,"TUR(AC4/4/0),SRCH,EE"
Combat Vehicle,Tracked,RS3060u,Demolisher II Heavy Tank,(Standard),4,3t,7,0,5,1,0,0,0,0,16,"TUR(5/5/0,FLK1/1/0),CASE,SRCH"
Combat Vehicle,Tracked,RS3060u,Demolisher II Heavy Tank,(Thunderbolt),4,3t,10,0,4,0,0,0,0,0,23,"TUR(5/7/4,IF4),CASE,SRCH"
IndustrialMech,IndustrialMech,RS3075u,DemolitionMech,WI-DM,1,3,3,0,3,1,0,0,0,0,4,"ENE,MEL,BFC,ENG,EE"
IndustrialMech,IndustrialMech,RS3075u,DemolitionMech,WI-DM2,1,3,3,0,3,0,0,0,0,0,4,"ENE,MEL,ENG,SAW,EE"
Combat Vehicle,Wheeled,RS3050U-C,Demon Tank,(HGR),3,4w,5,0,3,5,5,2,0,0,13,"CASE,C3I,MHQ2,SRCH"
Combat Vehicle,Wheeled,RS3050U-C,Demon Tank,(Horned Demon),3,4w,6,0,3,2,2,0,0,0,12,"TUR(2/2/2),SRCH"
Combat Vehicle,Wheeled,RS3050U-C,Demon Tank,(PPC),3,4w,5,0,3,0,0,0,0,0,8,"TUR(2/2/2),ENE,SRCH,CT0.5"
Combat Vehicle,Wheeled,RS3075u,Demon Tank,(Royal),3,5w,6,0,3,3,3,0,0,0,13,"TUR(2/2/2),CASE,SRCH"
Combat Vehicle,Wheeled,RS3050U-C,Demon Tank,(Standard),3,4w,5,0,3,2,2,0,0,0,11,"TUR(2/2/2),CASE,SRCH"
BattleMech,BattleMech,JSBD,Dervish,DV-1S,2,4/2j,4,0,5,1,1,0,0,0,9,"LRM 1/1/1,IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Dervish,DV-6M,2,5j,4,0,5,2,2,1,0,1,11,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Dervish,DV-7D,2,5j,5,0,5,2,2,0,0,0,14,"LRM 1/1/1,IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Dervish,DV-8D,2,5j,6,0,3,3,3,2,0,2,18,"IF2,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Dervish,DV-9D,2,5j,6,0,3,4,3,1,0,1,15,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,SBW&B,Deva,C-DVA-O (Achilleus),3,5,7,0,4,4,3,0,0,0,16,"ENE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Deva,C-DVA-O Invictus,3,4,7,0,4,3,3,3,0,0,16,"CASE,OMNI,MEL,C3I,MHQ2,SAW,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Deva,C-DVA-OA Dominus,3,4,7,0,4,5,5,1,0,0,17,"CASE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Deva,C-DVA-OB Infernus,3,4,7,0,4,4,4,2,0,0,17,"ENE,ECM,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Deva,C-DVA-OC Comminus,3,4j,7,0,4,4,4,0,0,0,17,"CASE,ECM,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Deva,C-DVA-OD Luminos,3,4j,7,0,4,4,4,2,0,2,17,"ENE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Deva,C-DVA-OE Eminus,3,4,7,0,4,3,4,3,0,1,17,"IF1,CASE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,JSBD,Deva,C-DVA-OS Caelestis,3,5,7,0,4,3,3,0,0,0,18,"ENE,OMNI,C3I,MHQ2,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Devastator,DVS-1D,4,3,10,0,8,2,2,0,0,3,19,"AC1/1/0,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Devastator,DVS-2,4,3,10,0,4,6,7,5,0,0,25,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Devastator,DVS-3,4,3,10,0,4,4,5,5,0,0,25,"SRCH,SOA,SEAL,ES"
Combat Vehicle,Tracked,RS3039,Devastator Heavy Tank,(Standard),4,3t,5,0,4,2,1,0,0,0,11,"TUR(1/0/0,AC4/4/0),SRCH"
Combat Vehicle,Tracked,RS3075u,DI Morgan Assault Tank,(Gauss),4,2t,5,0,5,1,0,0,0,0,16,"TUR(5/5/5),C3S,MHQ1,SRCH"
Combat Vehicle,Tracked,RS3075u,DI Morgan Assault Tank,(LRM),4,3t,7,0,5,1,1,0,0,0,19,"TUR(4/7/7,IF6),CASE,C3S,MHQ1,SRCH"
Combat Vehicle,Tracked,RS3075u,DI Morgan Assault Tank,(Standard),4,3t,7,0,5,1,0,0,0,0,14,"TUR(3/3/3),SRCH"
Infantry,Battle Armor,RS 3075,Djinn,,1,4j,1,,2,1,0,0,0,0,2,"MEC,CAR6,AM,LTAG"
Infantry,Battle Armor,RS 3075,Djinn,(Stealth),1,3j,1,,2,1,1,0,0,0,3,"MEC,CAR6,AM,LMAS"
Combat Vehicle,VTOL,RS3060u,Donar Assault Helicopter,(Close Support),1,9v,2,0,1,2,2,0,0,0,5,"CASE,ENE,LTAG,SRCH,ATMO"
Combat Vehicle,VTOL,RS3060u,Donar Assault Helicopter,(Recon),1,9v,2,0,1,1,1,1,0,0,8,"ENE,ECM,PRB,RCN,TAG,SRCH,ATMO"
Combat Vehicle,VTOL,RS3060u,Donar Assault Helicopter,(Standard),1,9v,2,0,1,2,2,1,0,0,9,"CASE,SRCH,ATMO"
BattleMech,BattleMech,RS3039,Dragon,DRG-1C,3,5,7,0,5,1,2,1,0,0,12,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Dragon,DRG-1N,3,5,5,0,5,2,2,2,0,0,11,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,HTPGaltor,Dragon,DRG-2Y (Yoriyoshi),3,5,7,0,5,3,2,0,0,0,13,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Dragon,DRG-5N,3,5,5,0,5,2,2,2,0,0,12,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Dragon Fire,DGR-3F,3,4,8,0,3,4,5,3,0,0,19,"FLK1/1/1,CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Dragon Fire,DGR-4F,3,4,8,0,3,4,5,3,0,0,19,"FLK1/1/1,CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Dragon Fire,DGR-6FC,3,4,8,0,3,4,4,3,0,0,19,"FLK1/1/1,CASE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,JTPTharkad,Dragon Fire,DGR-6FC2 (Gregory),3,4,8,0,4,4,4,2,0,1,--,"CASE,TSM,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dragonfly (Viper),A,2,8j,4,0,2,3,3,0,0,2,20,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dragonfly (Viper),B,2,8j,4,0,2,2,2,2,0,1,18,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dragonfly (Viper),C,2,8j,4,0,2,3,2,0,0,0,13,"HT1,CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dragonfly (Viper),D,2,8j,4,0,2,4,4,1,0,0,18,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dragonfly (Viper),E,2,8j,4,0,2,4,3,1,0,0,16,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dragonfly (Viper),F,2,8j,4,0,2,4,3,0,0,0,17,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dragonfly (Viper),G,2,8j,4,0,2,3,3,1,0,1,16,"HT1,CASE,RCN,OMNI,LPRB,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dragonfly (Viper),H,2,8j,4,0,2,3,3,0,0,1,17,"CASE,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dragonfly (Viper),I,2,8j,4,0,2,3,3,1,0,1,16,"CASE,RCN,OMNI,AMS,LPRB,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Dragonfly (Viper),Prime,2,8j,4,0,2,3,3,0,0,0,15,"CASE,OMNI,AMS,SRCH,SOA,SEAL,ES"
Combat Vehicle,Hover,RS3039,Drillson Heavy Hover Tank,(ERLL),2,9h,3,0,3,1,1,1,0,0,10,"IF1,TUR(1/1/1),SRCH"
Combat Vehicle,Hover,RS3039,Drillson Heavy Hover Tank,(SRM),2,9h,4,0,3,2,1,0,0,0,9,"TUR(2/2/0),SRCH"
Combat Vehicle,Hover,RS3039,Drillson Heavy Hover Tank,(Standard),2,9h,4,0,3,1,1,1,0,0,10,"IF1,TUR(2/2/0),SRCH"
BattleMech,BattleMech,RS3060u,Duan Gung,D9-G10,1,7/4j,2,0,1,2,2,1,0,0,9,"ENE,ECM,STL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Duan Gung,D9-G9,1,7/4j,2,0,1,2,2,1,0,0,7,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Eagle,EGL-1M,1,5j,3,0,2,2,2,1,0,0,8,"AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Eagle,EGL-2M,1,5j,3,0,2,2,2,1,0,0,8,"ENE,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Eagle,EGL-3M,1,5j,3,0,1,2,2,1,0,0,6,"ENE,SRCH,SOA,SEAL,ES"
Aerospace,Aerospace Fighter,,Eagle,EGL-R10,3,6a,7,1,4,5,5,0,0,1,--,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,,Eagle,EGL-R6,3,6a,7,1,4,4,4,0,0,0,--,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,,Eagle,EGL-R9,3,6a,7,1,4,3,4,2,0,0,--,"VSTOL,SPC,BOMB4"
Aerospace,OmniFighter,,Eisensturm,EST-O,4,6a,12,2,5,6,6,3,0,0,28,"VSTOL,SPC,BOMB4"
Aerospace,OmniFighter,,Eisensturm,EST-OA,4,6a,12,2,5,4,4,3,0,2,26,"VSTOL,SPC,BOMB4"
Aerospace,OmniFighter,,Eisensturm,EST-OB,4,6a,12,2,5,2,3,3,0,3,25,"VSTOL,SPC,BOMB4"
Aerospace,OmniFighter,,Eisensturm,EST-OC,4,6a,12,2,5,6,7,3,0,0,22,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,,Eisensturm,EST-R3,4,6a,12,2,5,6,6,3,0,0,28,"VSTOL,SPC,BOMB4"
Infantry,Battle Armor,RS3058Uu,Elemental Battle Armor,(Headhunter),1,3j,2,0,2,1,0,0,0,0,3,"MEC,CAR5,AM,RCN,RSD1"
Infantry,Battle Armor,RS3058Uu,Elemental Battle Armor,[ER Laser],1,3j,2,0,2,2,1,0,0,0,4,"MEC,CAR5,AM"
Infantry,Battle Armor,RS3058Uu,Elemental Battle Armor,[Flamer],1,3j,2,0,2,2,1,0,0,0,4,"MEC,CAR5,AM,HT1"
Infantry,Battle Armor,RS3058Uu,Elemental Battle Armor,[HMG],1,3j,2,0,2,2,1,0,0,0,4,"MEC,CAR5,AM"
Infantry,Battle Armor,RS3058Uu,Elemental Battle Armor,[Laser],1,3j,2,0,2,2,1,0,0,0,4,"MEC,CAR5,AM"
Infantry,Battle Armor,RS3058Uu,Elemental Battle Armor,[MG],1,3j,2,0,2,2,1,0,0,0,4,"MEC,CAR5,AM"
Infantry,Battle Armor,RS3058Uu,Elemental Battle Armor,[Pulse Laser],1,3j,2,0,2,2,1,0,0,0,5,"MEC,CAR5,AM"
BattleMech,BattleMech,RS3058Uu,Emperor,EMP-5A,4,3j,9,0,7,3,4,2,0,2,18,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Emperor,EMP-6A,4,3j,9,0,4,4,4,2,0,1,20,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSUM,Emperor,EMP-6A (Nerran),4,3j,9,0,5,4,4,4,0,0,22,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Emperor,EMP-6D,4,3j,9,0,4,4,4,1,0,3,24,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Emperor,EMP-6L,4,3j,9,0,7,3,4,2,0,2,27,"CASE,ECM,STL,TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Emperor,EMP-6M,4,3j,9,0,5,3,3,2,0,3,21,"TSM,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,JTPAtreus,Emperor,"EMP-6ME "Mercury Elite"",4,3,9,0,5,4,4,2,0,1,20,"FLK1/2/2,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Emperor,EMP-6S,4,3j,9,0,4,5,5,0,0,0,21,"FLK2/2/0,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Emperor,EMP-7L,4,3,9,0,7,2,2,1,0,1,22,"AC2/2/0,CASE,ECM,STL,TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Enfield,END-6J,2,5j,6,0,2,3,3,1,0,0,14,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Enfield,END-6Q,2,5,6,0,2,3,3,1,0,0,12,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Enfield,END-6S,2,5,6,0,3,3,3,1,0,0,14,"FLK1/1/1,CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Enforcer,ENF-4R,2,4j,5,0,4,2,1,0,0,0,10,"AC1/1/0,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Enforcer,ENF-5D,2,5j,5,0,2,2,2,2,0,0,13,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,SBS&D,Enforcer,ENF-5D (Daniel),2,5j,5,0,2,3,3,2,0,0,17,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Enforcer III,ENF-6G,2,5j,5,0,2,4,4,2,0,0,19,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Enforcer III,ENF-6H,2,5j,5,0,2,3,3,0,0,2,16,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Enforcer III,ENF-6M,2,5j,5,0,2,3,3,3,0,0,15,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Enforcer III,ENF-6NAIS,2,5j,5,0,2,3,2,0,0,0,15,"ENE,ECM,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Enforcer III,ENF-6T,2,5j,6,0,2,2,3,2,0,0,17,"SRCH,SOA,SEAL,ES"
Combat Vehicle,Tracked,RS3039,Engineering Vehicle,(Standard),2,6t,1,0,2,0,0,0,0,0,2,"ENE,SRCH,EE"
Combat Vehicle,Tracked,,Enyo Strike Tank,(Standard),2,6t,5,0,3,3,3,0,0,0,--,"TUR(3/3/2),CASE,SRCH"
Combat Vehicle,Hover,RS3060u,Epona Pursuit Tank,A,2,9h,3,0,3,2,2,0,0,0,20,"TUR(LRM2/2/2,IF2),CASE,OMNI,TAG,SRCH"
Combat Vehicle,Hover,RS3060u,Epona Pursuit Tank,B,2,9h,3,0,3,2,2,0,0,0,13,"TUR(2/2/2),CASE,OMNI,SRCH"
Combat Vehicle,Hover,RS3060u,Epona Pursuit Tank,C,2,9h,3,0,3,0,0,0,0,0,16,"TUR(3/3/2),CASE,ECM,OMNI,TAG,SRCH"
Combat Vehicle,Hover,RS3060u,Epona Pursuit Tank,D,2,9h,3,0,3,2,2,0,0,0,18,"TUR(2/2/2,FLK1/1/1),CASE,SRCH"
Combat Vehicle,Hover,RS3060u,Epona Pursuit Tank,E,2,9h,3,0,3,0,0,0,0,0,14,"TUR(4/4/2),HT2,CASE,SRCH"
Combat Vehicle,Hover,RS3060u,Epona Pursuit Tank,Prime,2,9h,3,0,3,0,0,0,0,0,15,"TUR(4/4/0),CASE,OMNI,SRCH"
Protomech,Protomech,,Erinyes,2,1,5,1,0,5,1,0,0,0,0,3,
Protomech,Protomech,,Erinyes,(Standard),1,4j,2,0,5,1,1,0,0,0,3,
BattleMech,BattleMech,RS3058Uu,Excalibur,EXC-B1,3,5,4,0,3,3,4,4,0,0,15,"IF2,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Excalibur,EXC-B2,3,5,4,0,3,3,4,4,0,0,15,"IF2,CASE,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Excalibur,EXC-B2b,3,5,6,0,3,3,4,4,0,0,17,"IF2,CASE,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Excalibur,EXC-C1,3,5,5,0,3,3,4,4,0,0,16,"IF2,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSUM,Excalibur,EXC-C1 (Cernunnos),3,5,6,0,3,3,3,1,0,1,18,"FLK1/1/0,CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Excalibur,EXC-CS,3,5,7,0,3,3,4,2,0,2,22,"IF1,CASE,TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Excalibur,EXC-D1,3,5j,6,0,3,5,5,0,0,0,19,"CASE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Exterminator,EXT-4A,3,5j,6,0,5,2,2,1,0,1,13,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Exterminator,EXT-4D,3,6j,6,0,3,3,3,1,0,0,14,"IF1,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Exterminator,EXT-4Db,3,6j,7,,3,1,1,1,,3,17,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Exterminator,EXT-5E,3,8,7,0,3,2,2,0,0,0,15,"C3I,MHQ2,INARC1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Exterminator,EXT-5F,3,8,7,0,3,2,2,2,0,0,15,"C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Eyleuka,EYL-35A,2,5/7j,6,0,3,2,2,1,0,1,15,"IF1,ECM,STL,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Eyleuka,EYL-45A,2,5/7j,5,0,3,2,2,1,0,1,15,"ECM,STL,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Eyleuka,EYL-45B,2,5/7j,5,0,3,2,2,1,0,1,17,"ENE,ECM,STL,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Eyleuka,EYL-4A,2,8/6j,6,0,3,3,2,1,0,0,16,"CASE,PRB,RCN,SRCH,SOA,SEAL,ES"
Infantry,Battle Armor,RS3058Uu,Fa Shih Battle Armor,[Flamer],1,3j,1,0,2,1,0,0,0,0,2,"XMEC,CAR4,AM,MDS4,MWS,HT1"
Infantry,Battle Armor,RS3058Uu,Fa Shih Battle Armor,[Laser],1,3j,1,0,2,1,0,0,0,0,2,"XMEC,CAR4,AM,MDS4,MWS"
Infantry,Battle Armor,RS3058Uu,Fa Shih Battle Armor,[MG],1,3j,1,0,2,1,0,0,0,0,2,"XMEC,CAR4,AM,MDS4,MWS"
Infantry,Battle Armor,RS3058Uu,Fa Shih Battle Armor,[TAG],1,3j,1,0,2,0,0,0,0,0,1,"XMEC,CAR4,AM,LTAG,MDS4,MWS"
BattleMech,BattleMech,JTPTharkad,Fafnir,FNR-4A (Peter),4,3,10,0,8,5,5,3,0,2,25,"CASE,ECM,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Fafnir,FNR-5,4,3,10,0,8,5,6,2,0,0,26,"CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Fafnir,FNR-5B,4,3,10,0,8,5,6,4,0,0,26,"CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Falcon,FLC-4N,1,6j,3,0,3,2,1,0,0,0,6,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Falcon,FLC-4Nb,1,6j,3,,3,2,2,0,,0,9,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Falcon,FLC-4Nb (Saho),1,6j,3,,3,2,2,0,,0,8,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Falcon,FLC-4N-PP,1,6j,3,,3,2,2,1,,0,9,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Falcon,FLC-4N-PP2,1,6j,3,,3,2,2,1,,0,9,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Falcon,FLC-4P,1,6/3j,3,0,3,2,1,0,0,0,6,"AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Falcon,FLC-5P,1,8/3j,3,0,2,2,2,0,0,0,9,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Falcon,FLC-6C,1,6/3j,3,0,3,3,3,2,0,0,13,"CASE,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Falcon Hawk,FNHK-9K,1,5,4,0,2,3,3,1,0,0,10,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Falcon Hawk,FNHK-9K1A,1,5,4,0,2,3,3,1,0,0,10,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Falcon Hawk,FNHK-9K1B,1,5,4,0,2,3,3,1,0,0,11,"ENE,ECM,PRB,RCN,TAG,SRCH,SOA,SEAL,ES"
Combat Vehicle,Hover,,Falcon Hover Tank,(Standard),2,9h,3,0,3,0,0,0,0,0,--,"TUR(1/1/0,SRM2/2/0),SRCH,EE"
BattleMech,BattleMech,RS3055Uu,Falconer,FLC-8R,3,5j,6,0,3,3,4,2,0,1,22,"SRCH,SOA,SEAL,ES"
Infantry,Battle Armor,RS3058Uu,Fenrir Battle Armor,[ERML],1,4,1,0,2,2,2,0,0,0,4,CAR4
Infantry,Battle Armor,RS3058Uu,Fenrir Battle Armor,[MG],1,4,1,0,2,2,0,0,0,0,2,CAR4
Infantry,Battle Armor,RS3058Uu,Fenrir Battle Armor,[Mortar],1,4,1,0,2,2,1,0,0,0,2,CAR4
Infantry,Battle Armor,RS3058Uu,Fenrir Battle Armor,[MPL],1,4,1,0,2,2,2,0,0,0,3,CAR4
Infantry,Battle Armor,RS3058Uu,Fenrir Battle Armor,[SL],1,4,1,0,2,3,0,0,0,0,2,CAR4
Infantry,Battle Armor,RS3058Uu,Fenrir Battle Armor,[SPL],1,4,1,0,2,2,0,0,0,0,2,CAR4
Infantry,Battle Armor,RS3058Uu,Fenrir Battle Armor,[SRM],1,4,1,0,2,2,2,0,0,0,3,CAR4
BattleMech,OmniMech,RS3050U-C,Fenris (Ice Ferret),A,2,8,5,0,2,2,2,1,0,0,13,"CASE,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Fenris (Ice Ferret),B,2,8,5,0,2,2,2,1,0,0,15,"SRM 1/1/0,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Fenris (Ice Ferret),C,2,8,5,0,2,2,2,2,0,0,12,"IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
