Faction	Unit Type	Name	BV2	Tonnage	Cost	Rules Level	Tech Base	Source	Date	Era	BV1 (base)	BV1 (C3)	BV1 (total)
Draconis Combine	BattleMech	Thug THG-11E	TBD	80	8414041	Tournament	IS/Level 2	3050	2572	2570	1450	0	1450
Draconis Combine	BattleMech	Trebuchet TBT-7K	TBD	50	4085001	Tournament	IS/Level 1	3025/3026	2950*	3025	792	0	792
Draconis Combine	BattleMech	Trebuchet TBT-9K	TBD	50	8913500	Tournament	IS/Level 2	Upgrades	3060	Present	1097	128	1225
Draconis Combine	BattleMech	Valiant V4-LNT-K7	TBD	30	3271840	Tournament	IS/Level 2	MSU	3067	Present	742	0	742
Draconis Combine	BattleMech	Venom SDR-9K	TBD	35	6371911	Tournament	IS/Level 2	3055/3058	3055	Present	634	0	634
Draconis Combine	BattleMech	Venom SDR-9KA	TBD	35	6344911	Tournament	IS/Level 2	3060	3060	Present	677	0	677
Draconis Combine	BattleMech	Venom SDR-9KB	TBD	35	6063436	Tournament	IS/Level 2	3060	3060	Present	638	0	638
Draconis Combine	BattleMech	Venom SDR-9KC	TBD	35	6863310	Tournament	IS/Level 2	3055U	3067	Present	875	50	925
Draconis Combine	BattleMech	Victor VTR-10D	TBD	80	9178321	Tournament	IS/Level 2	Upgrades	3060	Present	1723	0	1723
Draconis Combine	BattleMech	Victor VTR-C	TBD	80	8958721	Tournament	IS/Level 2	3060	3060	Present	1601	160	1761
Draconis Combine	BattleMech	Warhammer WHM-6K	TBD	70	6059084	Tournament	IS/Level 1	3025/3026	2950*	3025	1022	0	1022
Draconis Combine	BattleMech	Warhammer WHM-8K	TBD	70	TBD	Tournament	IS/Level 3	RSPPU	3071	Present	NA	NA	NA
Draconis Combine	BattleMech	Wasp WSP-1K	TBD	20	1613520	Tournament	IS/Level 1	3025/3026	2950*	3025	330	0	330
Draconis Combine	BattleMech	Whitworth WTH-2	TBD	40	3080934	Tournament	IS/Level 2	3050	3050	3050	784	0	784
Draconis Combine	BattleMech	Whitworth WTH-2A	TBD	40	3659484	Tournament	IS/Level 2	Upgrades	3060	Present	1037	118	1155
Draconis Combine	BattleMech	Wolf Trap WFT-1	TBD	45	7872558	Tournament	IS/Level 2	3050	3050	3050	827	0	827
Draconis Combine	BattleMech	Wolf Trap WFT-C	TBD	45	8203158	Tournament	IS/Level 2	3060	3060	Present	836	99	935
Draconis Combine	BattleMech	Wolverine WVR-6K	TBD	55	4514196	Tournament	IS/Level 1	3025/3026	2950*	3025	970	0	970
Draconis Combine	BattleMech	Wolverine WVR-7K	TBD	55	9962058	Tournament	IS/Level 2	3050	3050	3050	1165	0	1165
Draconis Combine	BattleMech	Wolverine WVR-8C	TBD	55	10568106	Tournament	IS/Level 2	3067	3067	Present	1356	125	1481
Draconis Combine	BattleMech	Wolverine WVR-8K	TBD	55	10289106	Tournament	IS/Level 2	3067	3067	Present	1481	0	1481
Draconis Combine	BattleMech	Wolverine WVR-9K	TBD	55	TBD	Tournament	IS/Level 3	RSPPU	3071	Present	NA	NA	NA
Draconis Combine	BattleMech	Wyvern WVE-5N	TBD	45	3470865	Tournament	IS/Level 2	3050	2660	2750	883	0	883
Draconis Combine	BattleMech	Wyvern WVE-6N	TBD	45	3241765	Tournament	IS/Level 1	3025/3026	2950*	3025	797	0	797
Draconis Combine	Conventional Fighter	Mechbuster	TBD	50	767792	Tournament	IS/Level 1	RS:AT2	3023	3025	434	0	434
Draconis Combine	Conventional Fighter	Mechbuster (Laser Variant)	TBD	50	576542	Tournament	IS/Level 1	RS:AT2	3023	3025	378	0	378
Draconis Combine	Conventional Fighter	Mechbuster (SRM Variant)	TBD	50	848042	Tournament	IS/Level 1	RS:AT2	3023	3025	484	0	484
Draconis Combine	Dropship	Condor (Upgrade)	TBD	4500	299081520	Tournament	IS/Level 2	RS:AT2	3054	Present	2549	0	2549
Draconis Combine	Dropship	Nagumo	TBD	4200	378370800	Tournament	IS/Level 2	RS:AT2	3056	Present	3767	0	3767
Draconis Combine	Dropship	Nekohono'o	TBD	16000	933564800	Tournament	IS/Level 2	RS:AT2	3065	Present	27193	0	27193
Draconis Combine	Dropship	Okinawa	TBD	4500	292839120	Tournament	IS/Level 2	RS:AT2	3055	Present	3571	0	3571
Draconis Combine	Dropship	Rose	TBD	16000	342474720	Tournament	IS/Level 2	RS:AT2	3054	Present	3855	0	3855
Draconis Combine	Dropship	Triumph (Upgrade)	TBD	6000	321948000	Tournament	IS/Level 2	RS:AT2	3057	Present	3160	0	3160
Draconis Combine	Dropship	Vulture	TBD	3500	136143072	Tournament	IS/Level 2	3026R	2312	2570	3031	0	3031
Draconis Combine	Infantry	Kage Light BA Flamer	TBD	4	2087504	Tournament	IS/Level 2	3060	3056	Present	76	0	76
Draconis Combine	Infantry	Kage Light BA Machine Gun	TBD	4	1886000	Tournament	IS/Level 2	3060	3056	Present	72	0	72
Draconis Combine	Infantry	Kage Light BA Small Laser	TBD	4	1891248	Tournament	IS/Level 2	3060	3056	Present	80	0	80
Draconis Combine	Infantry	Kage Light BA TAG	TBD	4	1920000	Tournament	IS/Level 2	3060	3056	Present	64	0	64
Draconis Combine	Infantry	Kanazuchi BA Squad	TBD	4	3240000	Tournament	IS/Level 2	3060	3058	Present	244	0	244
Draconis Combine	Infantry	Kanazuchi Upgrade BA Squad	TBD	4	3040672	Tournament	IS/Level 2	RS3058U	3067*	Present	236	0	236
Draconis Combine	Infantry	Raiden BA Squad (Standard) Flamer	TBD	4	2334000	Tournament	IS/Level 2	3060	3055	Present	132	0	132
Draconis Combine	Infantry	Raiden BA Squad (Standard) Machine Gun	TBD	4	2328000	Tournament	IS/Level 2	3060	3055	Present	124	0	124
Draconis Combine	Infantry	Raiden BA Squad (Standard) Small Laser  	TBD	4	2349000	Tournament	IS/Level 2	3060	3055	Present	148	0	148
Draconis Combine	Infantry	Void BA Squad	TBD	4	2668000	Tournament	IS/Level 2	CE	3067	Present	156	0	156
Draconis Combine	Jumpship	Chimeisho	TBD	245000	1140338000	Advanced	IS/Level 2	RS:AT2	3056	Present	1514	0	1514
Draconis Combine	Space Station	BattleSat	TBD	2000	13725400	Advanced	IS/Level 2	3057R	3056	Present	1088	0	1088
Draconis Combine	Vehicle	Alacorn Mk VI Heavy Tank	TBD	95	16609125	Tournament	IS/Level 2	3055/3058	3055	Present	1372	0	1372
Draconis Combine	Vehicle	Behemoth (Kurita Variant)	TBD	100	6668667	Tournament	IS/Level 2	Upgrades	3060	Present	990	0	990
Draconis Combine	Vehicle	Challenger X MBT	TBD	90	15691150	Tournament	IS/Level 2	3055/3058	3058	Present	1170	0	1170
Draconis Combine	Vehicle	Chevalier Light Tank	TBD	35	985629	Tournament	IS/Level 2	3060	2750*	2750	444	0	444
Draconis Combine	Vehicle	Crow Scout VTOL	TBD	15	1008750	Tournament	IS/Level 2	MSU	3067	Present	322	0	322
Draconis Combine	Vehicle	Crow Scout VTOL 2	TBD	15	1308750	Tournament	IS/Level 2	MSU	3067	Present	322	15	337
Draconis Combine	Vehicle	Daimyo HQ 67-K	TBD	50	1504792	Tournament	IS/Level 1	3026R	2950*	3025	330	0	330
Draconis Combine	Vehicle	Demolisher (MRM Variant)	TBD	80	4644000	Tournament	IS/Level 2	Upgrades	3060	Present	830	176	1006
Draconis Combine	Vehicle	Demolisher II Heavy Tank	TBD	100	7511000	Tournament	IS/Level 2	3060	3059	Present	1039	0	1039
Draconis Combine	Vehicle	Goblin (LRM Variant)	TBD	45	848975	Tournament	IS/Level 1	3025/3026	2750*	2750	380	0	380
Draconis Combine	Vehicle	Goblin Medium Tank	TBD	45	607550	Tournament	IS/Level 1	3025/3026	2750*	2750	280	0	280
Draconis Combine	Vehicle	Heavy LRM Carrier	TBD	80	2940000	Tournament	IS/Level 1	3060	3060	Present	773	0	773
Draconis Combine	Vehicle	J. Edgar (Kurita Variant)	TBD	25	1253125	Tournament	IS/Level 2	Upgrades	3050	3050	476	51	527
Draconis Combine	Vehicle	Manticore Heavy Tank (C3 Master Variant)	TBD	60	5262400	Tournament	IS/Level 2	RS3058U	3067*	Present	555	110	665
Draconis Combine	Vehicle	Manticore Heavy Tank (C3 Slave Variant)	TBD	60	3452800	Tournament	IS/Level 2	RS3058U	3067*	Present	565	111	676
Draconis Combine	Vehicle	Maxim Heavy Hover Transport (3058)	TBD	50	1558000	Tournament	IS/Level 2	3055/3058	3050	3050	548	0	548
Draconis Combine	Vehicle	Myrmidon Medium Tank	TBD	40	1791600	Tournament	IS/Level 1	3060	3060	Present	492	0	492
Draconis Combine	Vehicle	Pegasus (C3 Variant)	TBD	35	1985883	Tournament	IS/Level 2	Upgrades	3060	Present	569	75	644
Draconis Combine	Vehicle	Pegasus Scout Hovertank (3058)	TBD	35	2037733	Tournament	IS/Level 2	3055/3058	3058	Present	515	0	515
Draconis Combine	Vehicle	Pegasus Scout Hovertank (MRM Variant)	TBD	35	2076833	Tournament	IS/Level 2	RS3058U	3067*	Present	571	61	632
Draconis Combine	Vehicle	Saracen (MRM Variant)	TBD	35	892925	Tournament	IS/Level 2	Upgrades	3060	Present	435	0	435
Draconis Combine	Vehicle	Schiltron	TBD	80	10959666	Tournament	IS/Level 2	3060	3058	Present	776	45	821
Draconis Combine	Vehicle	Schiltron A	TBD	80	10763666	Tournament	IS/Level 2	3060	3058	Present	1088	241	1329
Draconis Combine	Vehicle	Schiltron B	TBD	80	11712166	Tournament	IS/Level 2	3060	3058	Present	1071	251	1322
Draconis Combine	Vehicle	Schiltron C	TBD	80	10034266	Tournament	IS/Level 2	3060	3058	Present	714	174	888
Draconis Combine	Vehicle	Scorpion (MRM Variant)	TBD	25	383958	Tournament	IS/Level 2	Upgrades	3060	Present	239	0	239
Draconis Combine	Vehicle	SRM Carrier (MRM Variant)	TBD	60	2032000	Tournament	IS/Level 2	RS3058U	3067*	Present	630	176	806
Draconis Combine	Vehicle	Striker (Narc Variant)	TBD	35	1050646	Tournament	IS/Level 2	3055/3058	3058	Present	356	0	356
Draconis Combine	Vehicle	Striker Light Tank (3058)	TBD	35	1143471	Tournament	IS/Level 2	3055/3058	3058	Present	449	0	449
Draconis Combine	Vehicle	Striker Light Tank (C3 Variant)	TBD	35	1735083	Tournament	IS/Level 2	RS3058U	3067*	Present	525	79	604
Draconis Combine	Vehicle	Striker Light Tank (Laser Variant)	TBD	35	1535333	Tournament	IS/Level 2	RS3058U	3067*	Present	610	0	610
Draconis Combine	Vehicle	SturmFeur Heavy Tank	TBD	85	2395288	Tournament	IS/Level 1	3025/3026	3018	3025	763	0	763
Draconis Combine	Vehicle	Tokugawa Heavy Tank	TBD	60	2504450	Tournament	IS/Level 2	3055/3058	3053	Present	586	0	586
Draconis Combine	Vehicle	Tokugawa Heavy Tank (C3 Slave Variant)	TBD	60	2813850	Tournament	IS/Level 2	RS3058U	3067*	Present	565	110	675
Draconis Combine	Vehicle	Tokugawa Heavy Tank (MRM Variant)	TBD	60	2314650	Tournament	IS/Level 2	RS3058U	3067*	Present	615	0	615
Draconis Combine	Vehicle	Tokugawa Heavy Tank (Streak6 Variant)	TBD	60	2359500	Tournament	IS/Level 2	RS3058U	3067*	Present	603	0	603
Draconis Combine	Vehicle	Zhukov Heavy Tank	TBD	75	1816063	Tournament	IS/Level 1	3055/3058	3030	3025	532	0	532
Draconis Combine	Warship	Aegis (2372)	TBD	750000	5213018000	Advanced	IS/Level 2	3057R	2372	2950	84526	0	84526
Draconis Combine	Warship	Baron	TBD	480000	1644052000	Advanced	IS/Level 2	3057R	2520	2950	34661	0	34661
Draconis Combine	Warship	Congress (Clan)	TBD	760000	9633718000	Advanced	Clan/Level 2	RS:AT2	2542	Present	98854	0	98854
Draconis Combine	Warship	Essex (Clan)	TBD	620000	4683593600	Advanced	Clan/Level 2	RS:AT2	2950*	Present	62357	0	62357
Draconis Combine	Warship	Inazuma	TBD	200000	11672378000	Advanced	IS/Level 2	RS:AT2	3058	Present	45078	0	45078
Draconis Combine	Warship	Kirishima	TBD	790000	12850126600	Advanced	IS/Level 2	RS:AT2	3061	Present	92319	0	92319
Draconis Combine	Warship	Kyushu	TBD	630000	14868730000	Advanced	IS/Level 2	RS:AT2	3057	Present	66790	0	66790
Draconis Combine	Warship	Tatsumaki	TBD	520000	3815059000	Advanced	IS/Level 2	RS:AT2	3059	Present	62319	0	62319
Draconis Combine	Warship	Vigilant	TBD	140000	1503730000	Advanced	IS/Level 2	3057R	2320	2950	21599	0	21599
Federated Suns	Aerospace Fighter	Chippewa CHP-W10	TBD	90	5265530	Tournament	IS/Level 1	RS:AT2	2953	3025	1487	0	1487
Federated Suns	Aerospace Fighter	Chippewa CHP-W7	TBD	90	13073055	Tournament	IS/Level 2	RS:AT2	3053	3050	1487	0	1487
Federated Suns	Aerospace Fighter	Corsair CSR-V12	TBD	50	2293958	Tournament	IS/Level 1	RS:AT2	2779	3025	1006	0	1006
Federated Suns	Aerospace Fighter	Corsair CSR-V14	TBD	50	2623958	Tournament	IS/Level 2	RS:AT2	3055	Present	1259	0	1259
Federated Suns	Aerospace Fighter	Corsair CSR-V20	TBD	50	2271458	Tournament	IS/Level 1	RS:AT2	3010	3025	986	0	986
Federated Suns	Aerospace Fighter	Dagger DARO-1	TBD	45	6727470	Tournament	IS/Level 2	RS:AT2	3067	Present	1559	0	1559
Federated Suns	Aerospace Fighter	Dagger DARO-1A	TBD	45	6376814	Tournament	IS/Level 2	RS:AT2	3067	Present	1486	0	1486
Federated Suns	Aerospace Fighter	Dagger DARO-1B	TBD	45	6925767	Tournament	IS/Level 2	RS:AT2	3067	Present	1345	0	1345
Federated Suns	Aerospace Fighter	Hellcat HCT-213	TBD	60	2992080	Tournament	IS/Level 1	RS:AT2	2671	2750	1079	0	1079
Federated Suns	Aerospace Fighter	Lucifer LCF-R15	TBD	65	3162311	Tournament	IS/Level 1	RS:AT2	2526	2570	1079	0	1079
Federated Suns	Aerospace Fighter	Lucifer LCF-R16	TBD	65	3162311	Tournament	IS/Level 2	RS:AT2	3052	3050	1079	0	1079
Federated Suns	Aerospace Fighter	Lucifer LCF-R20	TBD	65	2799261	Tournament	IS/Level 1	RS:AT2	2609	2750	1441	0	1441
Federated Suns	Aerospace Fighter	Riever F-700A	TBD	100	16530000	Tournament	IS/Level 2	RS:AT2	3050	3050	1768	0	1768
Federated Suns	Aerospace Fighter	Sai S-4	TBD	40	5285280	Tournament	IS/Level 2	RS:AT2	3052	Present	1075	0	1075
Federated Suns	Aerospace Fighter	Seydlitz SYD-Z1	TBD	20	1370380	Tournament	IS/Level 1	RS:AT2	2504	2570	472	0	472
Federated Suns	Aerospace Fighter	Seydlitz SYD-Z2A	TBD	20	2371820	Tournament	IS/Level 2	RS:AT2	3053	3050	822	0	822
Federated Suns	Aerospace Fighter	Slayer SL-15R	TBD	80	4767653	Tournament	IS/Level 2	RS:AT2	3052	3050	1353	0	1353
Federated Suns	Aerospace Fighter	Sparrowhawk SPR-6D	TBD	30	3552005	Tournament	IS/Level 2	RS:AT2	3051	3050	680	0	680
Federated Suns	Aerospace Fighter	Sparrowhawk SPR-H5	TBD	30	1740870	Tournament	IS/Level 1	RS:AT2	2520	2570	634	0	634
Federated Suns	Aerospace Fighter	Sparrowhawk SPR-H8	TBD	30	1684232	Tournament	IS/Level 1	RS:AT2	2906	3025	452	0	452
Federated Suns	Aerospace Fighter	Starfire SF-1X	TBD	55	2939045	Tournament	IS/Level 2	3026R	3030*	-	955	0	955
Federated Suns	Aerospace Fighter	Stingray F-90	TBD	60	2979080	Tournament	IS/Level 1	RS:AT2	2762	2750	1105	0	1105
Federated Suns	Aerospace Fighter	Stingray F-92	TBD	60	3473080	Tournament	IS/Level 2	RS:AT2	3050	3050	1435	0	1435
Federated Suns	Aerospace Fighter	Stuka STU-D6	TBD	100	16170000	Tournament	IS/Level 2	RS:AT2	3051	3050	1838	0	1838
Federated Suns	Aerospace Fighter	Stuka STU-K10	TBD	100	6039000	Tournament	IS/Level 1	RS:AT2	2711	2750	1565	0	1565
Federated Suns	Aerospace Fighter	Stuka STU-K15	TBD	100	6212250	Tournament	IS/Level 1	RS:AT2	2965	3025	1403	0	1403
Federated Suns	Aerospace Fighter	Stuka STU-K5	TBD	100	6156000	Tournament	IS/Level 1	RS:AT2	2530	2570	1537	0	1537
Federated Suns	Aerospace Fighter	Thrush TR-7	TBD	25	1685156	Tournament	IS/Level 1	RS:AT2	2632	2750	529	0	529
Federated Suns	Aerospace Fighter	Transgressor TR-13	TBD	75	4024281	Tournament	IS/Level 1	RS:AT2	2890	3025	1309	0	1309
Federated Suns	Aerospace Fighter	Transgressor TR-13A	TBD	75	4574281	Tournament	IS/Level 2	RS:AT2	3052	3050	1678	0	1678
Federated Suns	Aerospace Fighter	Transit TR-10	TBD	50	2442708	Tournament	IS/Level 1	RS:AT2	2932	3025	919	0	919
Federated Suns	BattleMech	Apollo APL-1M	TBD	55	4866174	Tournament	IS/Level 2	3055/3058	3055	Present	1044	0	1044
Federated Suns	BattleMech	Archer ARC-8M	TBD	70	7593674	Tournament	IS/Level 2	3067	3067	Present	1377	0	1377
Federated Suns	BattleMech	Argus AGS-2D	TBD	60	12268800	Tournament	IS/Level 2	3067	3062	Present	1360	0	1360
Federated Suns	BattleMech	Argus AGS-4D	TBD	60	11978400	Tournament	IS/Level 2	Upgrades 	3062	Present	1426	0	1426
Federated Suns	BattleMech	Assassin ASN-101	TBD	40	3533064	Tournament	IS/Level 1	3025/3026	2950*	3025	586	0	586
Federated Suns	BattleMech	Atlas AS7-K	TBD	100	22392000	Tournament	IS/Level 2	3050	3050	3050	1649	0	1649
Federated Suns	BattleMech	Atlas AS7-S	TBD	100	10368000	Tournament	IS/Level 2	3050	3050	3050	1658	0	1658
Federated Suns	BattleMech	Axman AXM-1N	TBD	65	11840511	Tournament	IS/Level 2	3050	3050	3050	1165	0	1165
Federated Suns	BattleMech	Axman AXM-2N	TBD	65	11989011	Tournament	IS/Level 2	3050	3050	3050	1238	0	1238
Federated Suns	BattleMech	Axman AXM-3S	TBD	65	10806180	Tournament	IS/Level 2	Upgrades	3062	Present	1499	0	1499
Federated Suns	BattleMech	Bandersnatch BNDR-01A	TBD	75	15986250	Tournament	IS/Level 2	3055/3058	3055	Present	1216	0	1216
Federated Suns	BattleMech	Banshee BNC-3S	TBD	95	8952645	Tournament	IS/Level 1	3025/3026	2950*	3025	1323	0	1323
Federated Suns	BattleMech	Banshee BNC-5S	TBD	95	25429496	Tournament	IS/Level 2	3050	3052	3050	1613	0	1613
Federated Suns	BattleMech	Battle Hawk BH-K305	TBD	30	3761940	Tournament	IS/Level 2	3055/3058	3055	Present	710	0	710
Federated Suns	BattleMech	BattleMaster BLR-1D	TBD	85	8146044	Tournament	IS/Level 1	3025/3026	2830*	3025	1323	0	1323
Federated Suns	BattleMech	BattleMaster BLR-3S	TBD	85	19778844	Tournament	IS/Level 2	3050	3050	3050	1165	0	1165
Federated Suns	BattleMech	Berserker BRZ-A3	TBD	100	32120334	Tournament	IS/Level 2	3055/3058	3055	Present	1654	0	1654
Federated Suns	BattleMech	Black Hawk-KU BHKU-O	TBD	60	14595000	Tournament	IS/Level 2	3055/3058	3058	Present	1510	0	1510
Federated Suns	BattleMech	Black Hawk-KU BHKU-OA	TBD	60	15162000	Tournament	IS/Level 2	3055/3058	3058	Present	1508	0	1508
Federated Suns	BattleMech	Black Hawk-KU BHKU-OB	TBD	60	14328000	Tournament	IS/Level 2	3055/3058	3058	Present	1165	0	1165
Federated Suns	BattleMech	Black Hawk-KU BHKU-OC	TBD	60	14280000	Tournament	IS/Level 2	3055/3058	3058	Present	1485	0	1485
Federated Suns	BattleMech	Black Hawk-KU BHKU-OD	TBD	60	14586000	Tournament	IS/Level 2	3055/3058	3058	Present	1430	0	1430
Federated Suns	BattleMech	Black Hawk-KU BHKU-OE	TBD	60	15546000	Tournament	IS/Level 2	3060	3060	Present	1710	0	1710
Federated Suns	BattleMech	Black Knight BL-12-KNT	TBD	75	7460250	Tournament	IS/Level 2	Upgrades	3062	Present	1450	0	1450
Federated Suns	BattleMech	Blackjack BJ-1	TBD	45	3147225	Tournament	IS/Level 1	3025/3026	2771	2750	795	0	795
Federated Suns	BattleMech	Blackjack BJ-1DB	TBD	45	3105175	Tournament	IS/Level 1	3025/3026	3025*	3025	881	0	881
Federated Suns	BattleMech	Blackjack BJ-1DC	TBD	45	2973950	Tournament	IS/Level 1	3025/3026	3025*	3025	718	0	718
Federated Suns	BattleMech	Blackjack BJ-2	TBD	45	3441575	Tournament	IS/Level 2	3050	3050	3050	858	0	858
Federated Suns	BattleMech	Blackjack BJ-3	TBD	45	3592375	Tournament	IS/Level 2	BP 4th	3028	3025	1099	0	1099
Federated Suns	BattleMech	Bushwacker BSW-S2	TBD	55	10390788	Tournament	IS/Level 2	3060	3060	Present	1103	0	1103
Federated Suns	BattleMech	Bushwacker BSW-X1	TBD	55	9807368	Tournament	IS/Level 2	3055/3058	3053	Present	1073	0	1073
Federated Suns	BattleMech	Caesar CES-3R	TBD	70	13424674	Tournament	IS/Level 2	3050	3050	3050	1420	0	1420
Federated Suns	BattleMech	Caesar CES-4S	TBD	70	11560340	Tournament	IS/Level 2	Upgrades	3062	Present	1415	0	1415
Federated Suns	BattleMech	Cataphract CTF-1X	TBD	70	5998054	Tournament	IS/Level 1	3050	3025	3025	1092	0	1092
Federated Suns	BattleMech	Cataphract CTF-3D	TBD	70	13588554	Tournament	IS/Level 2	3050	3050	3050	1266	0	1266
Federated Suns	BattleMech	Cataphract CTF-3L	TBD	70	15379504	Tournament	IS/Level 2	3050	3050	3050	1294	0	1294
Federated Suns	BattleMech	Catapult CPLT-C1	TBD	65	5790126	Tournament	IS/Level 1	3025/3026	2561	2570	1165	0	1165
Federated Suns	BattleMech	Catapult CPLT-C4	TBD	65	5893251	Tournament	IS/Level 1	3025/3026	2565*	2750	1104	0	1104
Federated Suns	BattleMech	Centurion CN9-D	TBD	50	9628500	Tournament	IS/Level 2	3050	3050	3050	940	0	940
Federated Suns	BattleMech	Centurion CN9-D3	TBD	50	10678500	Tournament	IS/Level 2	3050	3050	3050	1018	0	1018
Federated Suns	BattleMech	Centurion CN9-D5	TBD	50	11010000	Tournament	IS/Level 2	Upgrades	3062	Present	1376	156	1532
Federated Suns	BattleMech	Cestus CTS-6Y	TBD	65	11327361	Tournament	IS/Level 2	3055/3058	2750*	2750	1495	0	1495
Federated Suns	BattleMech	Cestus CTS-6Z	TBD	65	11432961	Tournament	IS/Level 2	3055/3058	3058	Present	1275	0	1275
Federated Suns	BattleMech	Cestus CTS-7A	TBD	65	12208461	Tournament	IS/Level 2	RS3058U	3067*	Present	1231	0	1231
Federated Suns	BattleMech	Chimera CMA-1S	TBD	40	6737500	Tournament	IS/Level 2	Upgrades 	3063	Present	1005	0	1005
Federated Suns	BattleMech	Chimera CMA-C	TBD	40	7079800	Tournament	IS/Level 2	3067	3063	Present	1007	118	1125
Federated Suns	BattleMech	Clint CLNT-2-4T	TBD	40	3143280	Tournament	IS/Level 1	3025/3026	2950*	3025	531	0	531
Federated Suns	BattleMech	Commando COM-2D	TBD	25	1891250	Tournament	IS/Level 1	3025/3026	2480*	2570	432	0	432
Federated Suns	BattleMech	Commando COM-5S	TBD	25	2118750	Tournament	IS/Level 2	3050	3050	3050	504	0	504
Federated Suns	BattleMech	Crusader CRD-3D	TBD	65	5620011	Tournament	IS/Level 1	3025/3026	2950*	3025	1020	0	1020
Federated Suns	BattleMech	Crusader CRD-4D	TBD	65	5653011	Tournament	IS/Level 2	3050	3050	3050	1015	0	1015
Federated Suns	BattleMech	Crusader CRD-5S	TBD	65	5925756	Tournament	IS/Level 2	3050	3050	3050	1149	0	1149
Federated Suns	BattleMech	Dart DRT-3S	TBD	25	2183750	Tournament	IS/Level 2	3055/3058	3055	Present	360	0	360
Federated Suns	BattleMech	Dart DRT-4S	TBD	25	2273750	Tournament	IS/Level 1	3060	3060	Present	560	0	560
Federated Suns	BattleMech	Dart DRT-6S	TBD	25	2292500	Tournament	IS/Level 2	3060	3060	Present	548	0	548
Federated Suns	BattleMech	Dervish DV-7D	TBD	55	5645618	Tournament	IS/Level 2	3050	3050	3050	1328	0	1328
Federated Suns	BattleMech	Dervish DV-8D	TBD	55	11154316	Tournament	IS/Level 2	Upgrades	3060	Present	1415	0	1415
Federated Suns	BattleMech	Devastator DVS-1D	TBD	100	9328000	Tournament	IS/Level 2	RS3058U	3067*	Present	1402	0	1402
Federated Suns	BattleMech	Devastator DVS-2	TBD	100	22398000	Tournament	IS/Level 2	3055/3058	3048	Present	2093	0	2093
Federated Suns	BattleMech	Devastator DVS-3	TBD	100	22270500	Tournament	IS/Level 2	3055/3058	3058	Present	2182	0	2182
Federated Suns	BattleMech	Emperor EMP-6A	TBD	90	18682700	Tournament	IS/Level 2	3055/3058	2612	2775	1636	0	1636
Federated Suns	BattleMech	Emperor EMP-6D	TBD	90	18808100	Tournament	IS/Level 2	RS3058U	3067*	Present	1842	0	1842
Federated Suns	BattleMech	Enfield END-6S	TBD	50	7642875	Tournament	IS/Level 2	RS3058U	3067*	Present	1268	0	1268
Federated Suns	BattleMech	Enforcer ENF-4R	TBD	50	3536876	Tournament	IS/Level 1	3025/3026	2777	2750	895	0	895
Federated Suns	BattleMech	Enforcer ENF-5D	TBD	50	8808876	Tournament	IS/Level 2	3050	3050	3050	1039	0	1039
Federated Suns	BattleMech	Enforcer III ENF-6M	TBD	50	8685876	Tournament	IS/Level 2	3060	3060	Present	1427	0	1427
Federated Suns	BattleMech	Enforcer III ENF-6T	TBD	50	8525000	Tournament	IS/Level 2	AFFS	3062	Present	1614	0	1614
Federated Suns	BattleMech	Exterminator EXT-4A	TBD	65	6485299	Tournament	IS/Level 1	3025/3026	3007	3025	1067	0	1067
Federated Suns	BattleMech	Falcon FLC-4N	TBD	30	2249390	Tournament	IS/Level 1	3050	2590*	2750	523	0	523
Federated Suns	BattleMech	Falcon Hawk FNHK-9K	TBD	35	4544551	Tournament	IS/Level 2	3055/3058	3058	Present	889	0	889
